EventID|Time|Latitude|Longitude|Depth/km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName|EventType|Hora|geometry
usp2021ncym|2021-07-06 14:40:52.686513|-3.70889|-40.601028|0.0|MASSUMPCAO||USP|usp2021ncym|MLv|2.348822184|marcelo|Alcantaras/CE|earthquake|14|POINT (-40.601028 -3.70889)
usp2021ncfb|2021-07-06 04:47:00.185839|-3.637959|-40.501419|0.0|MASSUMPCAO||USP|usp2021ncfb|mR|1.407883769|marcelo|Alcantaras/CE|earthquake|4|POINT (-40.501419 -3.637959)
usp2021mzmb|2021-07-04 16:55:48.907353|-21.335644|-46.094948|0.0|JROBERTO||USP|usp2021mzmb|MLv|2.287771629|jroberto|Areado/MG|earthquake|16|POINT (-46.094948 -21.335644)
usp2021mwcr|2021-07-02 20:45:48.222798|-5.540563|-36.086868|0.0|JROBERTO||USP|usp2021mwcr|mR|2.143215204|jroberto|Pedra Preta/RN|earthquake|20|POINT (-36.086868 -5.540563)
usp2021mvqw|2021-07-02 14:48:15.000000|-3.749|-40.65|0.0|JROBERTO||USP|usp2021mvqw|MLv|1.924231171|jroberto|Coreaú/CE|earthquake|14|POINT (-40.65 -3.749)
usp2021mtmg|2021-07-01 10:12:06.580000|-19.000333|-48.029833|0.0|JROBERTO||USP|usp2021mtmg|mR|2.418975686|jroberto|Indianópolis/MG|earthquake|10|POINT (-48.029833 -19.000333)
usp2021mtaa|2021-07-01 04:01:54.868350|2.685301|-59.564156|0.0|JROBERTO||USP|usp2021mtaa|MLv|2.516108637|jroberto|Guyana|earthquake|4|POINT (-59.564156 2.685301)
usp2021mnrm|2021-06-28 06:01:57.920223|-5.710137|-37.506775|0.0|JROBERTO||USP|usp2021mnrm|mR|2.097957981|jroberto|Caraubas/RN|earthquake|6|POINT (-37.506775 -5.710137)
usp2021lvib|2021-06-18 04:49:03.692971|-14.756736|-57.995625|0.0|JROBERTO||USP|usp2021lvib|mR|1.805729424|jroberto|Tangará da Serra/MT|earthquake|4|POINT (-57.995625 -14.756736)
usp2021lupr|2021-06-17 19:31:28.694532|-5.698431|-37.525703|0.0|JROBERTO||USP|usp2021lupr|MLv|2.055411521|jroberto|Caraubas/RN|earthquake|19|POINT (-37.525703 -5.698431)
usp2021lqfn|2021-06-15 09:52:04.769999|2.687667|-59.566333|0.0|JROBERTO||USP|usp2021lqfn|mR|3.52930323|jroberto|Guyana|earthquake|9|POINT (-59.566333 2.687667)
usp2021lncv|2021-06-13 17:05:07.823781|-15.307549|-59.047791|0.0|JROBERTO||USP|usp2021lncv|mR|2.465600799|jroberto|Vale de Sao Domingos/MT|earthquake|17|POINT (-59.047791 -15.307549)
usp2021lglv|2021-06-10 01:40:44.000000|-11.1907|-40.5146|0.0|JROBERTO||USP|usp2021lglv|MLv|1.255653144|jroberto|Jacobina/BA|earthquake|1|POINT (-40.5146 -11.1907)
usp2021lbqb|2021-06-07 10:08:09.317197|-4.058193|-40.042366|0.0|JROBERTO||USP|usp2021lbqb|mR|2.411358657|jroberto|Tejuçuoca/CE|earthquake|10|POINT (-40.042366 -4.058193)
usp2021laza|2021-06-07 01:32:11.000000|-11.1837|-40.5212|0.0|JROBERTO||USP|usp2021laza|MLv|1.02479167|jroberto|Jacobina/BA|earthquake|1|POINT (-40.5212 -11.1837)
usp2021kwlw|2021-06-04 14:21:12.694673|-5.701775|-37.535088|0.0|JROBERTO||USP|usp2021kwlw|mR|1.9789867|jroberto|Caraubas/RN|earthquake|14|POINT (-37.535088 -5.701775)
usp2021ktjh|2021-06-02 21:38:08.686155|-5.686431|-37.525749|0.0|JROBERTO||USP|usp2021ktjh|mR|1.618257168|jroberto|Caraubas/RN|earthquake|21|POINT (-37.525749 -5.686431)
usp2021kkfq|2021-05-28 21:33:45.701492|-3.817425|-40.600369|3.149574995|MASSUMPCAO||USP|usp2021kkfq|mR|1.734792283|marcelo|Mucambo/CE|earthquake|21|POINT (-40.600369 -3.817425)
usp2021kgau|2021-05-26 14:34:03.052018|-2.790729|-39.549309|0.0|JROBERTO||USP|usp2021kgau|MLv|1.930998445|jroberto|Margem Continental/CE|earthquake|14|POINT (-39.549309 -2.790729)
usp2021jlef|2021-05-15 04:27:16.148587|-6.431406|-50.168133|0.0|JROBERTO||USP|usp2021jlef|mR|3.368950366|jroberto|Canaa dos Carajas/PA|earthquake|4|POINT (-50.168133 -6.431406)
usp2021jkvi|2021-05-14 23:57:53.426648|-7.449552|-50.290611|0.0|JROBERTO||USP|usp2021jkvi|mR|2.996694618|jroberto|Bannach/PA|earthquake|23|POINT (-50.290611 -7.449552)
usp2021izkm|2021-05-08 17:58:23.778689|2.902743|-59.62553|0.0|JROBERTO||USP|usp2021izkm|MLv|2.698691533|jroberto|Guyana|earthquake|17|POINT (-59.62553 2.902743)
usp2021iodj|2021-05-02 13:53:34.549546|-19.684551|-43.970654|0.0|JROBERTO||USP|usp2021iodj|mR|2.331814731|jroberto|Sao Jose da Lapa/MG|earthquake|13|POINT (-43.970654 -19.684551)
usp2021ilur|2021-05-01 07:13:31.089981|-18.833696|-44.765068|0.0|JROBERTO||USP|usp2021ilur|mR|2.658546471|jroberto|Felixlândia/MG|earthquake|7|POINT (-44.765068 -18.833696)
usp2021hgrg|2021-04-14 06:16:54.200000|-18.8215|-44.780333|0.0|JROBERTO||USP|usp2021hgrg|mR|2.613985062|jroberto|Felixlandia/MG|earthquake|6|POINT (-44.780333 -18.8215)
usp2021grbe|2021-04-05 17:07:40.380153|-7.213724|-35.936684|0.009999999776|MASSUMPCAO||USP|usp2021grbe|MLv|1.939375236|marcelo|Puxinana/PB|earthquake|17|POINT (-35.936684 -7.213724)
usp2021grax|2021-04-05 16:59:24.546291|-7.283219|-35.914772|0.0|JROBERTO||USP|usp2021grax|mR|1.373753611|jroberto|Campina Grande/PB|earthquake|16|POINT (-35.914772 -7.283219)
usp2021gphq|2021-04-04 18:06:15.194564|3.92844|-70.85257|0.0|JROBERTO||USP|usp2021gphq|mR|4.101514035|jroberto|Colombia|earthquake|18|POINT (-70.85257 3.92844)
usp2021gnfj|2021-04-03 14:41:01.080000|2.700667|-59.523|0.0|JROBERTO||USP|usp2021gnfj|mR|4.151803025|jroberto|Guyana|earthquake|14|POINT (-59.523 2.700667)
usp2021ggmu|2021-03-30 22:29:40.390000|2.698333|-59.512|0.0|JROBERTO||USP|usp2021ggmu|mR|3.514175681|jroberto|Guyana|earthquake|22|POINT (-59.512 2.698333)
usp2021geza|2021-03-30 02:24:17.862788|-8.233076|-35.106087|0.0|JROBERTO||USP|usp2021geza|mR|1.489488019|jroberto|Cabo de Santo Agostinho/PE|earthquake|2|POINT (-35.106087 -8.233076)
usp2021gbov|2021-03-28 05:50:01.600000|2.5785|-59.580167|0.0|JROBERTO||USP|usp2021gbov|mR|3.039455649|jroberto|Guyana|earthquake|5|POINT (-59.580167 2.5785)
usp2021fyit|2021-03-26 11:21:18.772515|-8.852855|-74.401131|155.6058655|JROBERTO||USP|usp2021fyit|mb|4.128313921|jroberto|Peru-Brazil Border Region|earthquake|11|POINT (-74.401131 -8.852855)
usp2021ftzp|2021-03-24 02:11:33.380000|2.8055|-59.617|0.0|MASSUMPCAO||USP|usp2021ftzp|mR|4.136454176|marcelo|Guyana|earthquake|2|POINT (-59.617 2.8055)
usp2021fqnk|2021-03-22 04:37:42.408742|3.933089|-71.419456|10.0|JROBERTO||USP|usp2021fqnk|mb|5.221624836|jroberto|Colombia|earthquake|4|POINT (-71.419456 3.933089)
usp2021flcy|2021-03-19 05:39:57.886045|-20.46837|-43.970509|0.0|JROBERTO||USP|usp2021flcy|mR|2.205510258|jroberto|Jeceaba/MG|earthquake|5|POINT (-43.970509 -20.46837)
usp2021fkmb|2021-03-18 21:07:16.833435|-11.18431|-40.538185|0.0|JROBERTO||USP|usp2021fkmb|MLv|1.502288683|jroberto|Jacobina/BA|earthquake|21|POINT (-40.538185 -11.18431)
usp2021fkja|2021-03-18 19:36:09.847361|-11.178183|-40.54718|0.0|JROBERTO||USP|usp2021fkja|mR|2.440461439|jroberto|Jacobina/BA|earthquake|19|POINT (-40.54718 -11.178183)
usp2021fhdz|2021-03-17 01:38:35.020000|-21.925167|-49.821167|0.0|JROBERTO||USP|usp2021fhdz|mR|3.005249203|jroberto|Guaimbê/SP|earthquake|1|POINT (-49.821167 -21.925167)
usp2021eqnv|2021-03-07 23:17:52.780000|-5.706833|-37.501|0.0|JROBERTO||USP|usp2021eqnv|mR|2.339209214|jroberto|Caraubas/RN|earthquake|23|POINT (-37.501 -5.706833)
usp2021ehsu|2021-03-03 03:35:12.289999|-16.832167|-37.829833|0.0|MASSUMPCAO||USP|usp2021ehsu|mR|3.602650013|marcelo|South Atlantic Ocean|earthquake|3|POINT (-37.829833 -16.832167)
usp2021eaey|2021-02-27 00:37:52.554224|-5.052981|-39.481892|0.0|JROBERTO||USP|usp2021eaey|mR|1.839191549|jroberto|Madalena/CE|earthquake|0|POINT (-39.481892 -5.052981)
usp2021dwau|2021-02-24 17:59:50.175805|2.614639|-59.432384|0.0|JROBERTO||USP|usp2021dwau|mR|4.09062909|jroberto|Guyana|earthquake|17|POINT (-59.432384 2.614639)
usp2021dvuh|2021-02-24 14:42:54.386958|2.55333|-59.553444|0.0|JROBERTO||USP|usp2021dvuh|mR|3.579582908|jroberto|Guyana|earthquake|14|POINT (-59.553444 2.55333)
usp2021dqnq|2021-02-21 17:39:59.200000|-12.087833|-57.528833|0.0|MASSUMPCAO||USP|usp2021dqnq|mR|1.984493174|marcelo|Brasnorte/MT|earthquake|17|POINT (-57.528833 -12.087833)
usp2021douw|2021-02-20 19:02:43.634421|2.475933|-59.513054|0.0|JROBERTO||USP|usp2021douw|mR|3.62378551|jroberto|Guyana|earthquake|19|POINT (-59.513054 2.475933)
usp2021dotd|2021-02-20 18:10:28.780904|2.735106|-59.492214|0.0|JROBERTO||USP|usp2021dotd|MLv|3.714437983|jroberto|Guyana|earthquake|18|POINT (-59.492214 2.735106)
usp2021dobh|2021-02-20 09:09:40.554713|2.471059|-59.513809|0.0|JROBERTO||USP|usp2021dobh|mR|3.093858482|jroberto|Guyana|earthquake|9|POINT (-59.513809 2.471059)
usp2021dmzi|2021-02-19 19:02:00.000000|2.817|-59.5555|0.0|JROBERTO||USP|usp2021dmzi|MLv|1.951308947|jroberto|Guyana|earthquake|19|POINT (-59.5555 2.817)
usp2021cuaw|2021-02-09 10:14:18.000000|2.8|-59.6|0.0|MASSUMPCAO||USP|usp2021cuaw|MLv|2.202363698|marcelo|Guyana|earthquake|10|POINT (-59.6 2.8)
usp2021cgux|2021-02-02 04:26:31.086027|2.507714|-59.487007|0.0|JROBERTO||USP|usp2021cgux|mR|3.766852342|jroberto|Guyana|earthquake|4|POINT (-59.487007 2.507714)
usp2021cfld|2021-02-01 10:23:02.009999|2.750167|-59.543667|0.0|MASSUMPCAO||USP|usp2021cfld|mR|4.022206712|marcelo|Guyana|earthquake|10|POINT (-59.543667 2.750167)
usp2021ceiu|2021-01-31 20:03:44.715205|2.703731|-59.53437|3.0|JROBERTO||USP|usp2021ceiu|mR|3.791750122|jroberto|Guyana|earthquake|20|POINT (-59.53437 2.703731)
usp2021cehu|2021-01-31 19:32:29.663290|2.714875|-59.542042|3.0|JROBERTO||USP|usp2021cehu|mR|3.64017894|jroberto|Guyana|earthquake|19|POINT (-59.542042 2.714875)
usp2021cehj|2021-01-31 19:20:41.000000|2.7255|-59.5863|0.0|JROBERTO||USP|usp2021cehj|MLv|3.400538656|jroberto|Guyana|earthquake|19|POINT (-59.5863 2.7255)
usp2021ceaf|2021-01-31 15:42:50.631093|-9.883763|-40.01421|0.0|JROBERTO||USP|usp2021ceaf|mR|2.43631058|jroberto|Jaguarari/BA|earthquake|15|POINT (-40.01421 -9.883763)
usp2021cajh|2021-01-29 15:46:05.413977|-8.545729|-74.278053|165.0|CLEUSA||USP|usp2021cajh|mb|4.232438892|cleusa|Peru-Brazil Border Region|earthquake|15|POINT (-74.278053 -8.545729)
usp2021caiz|2021-01-29 15:36:56.459935|-5.043803|-37.715454|0.0|MASSUMPCAO||USP|usp2021caiz|mR|1.485133287|marcelo|Barauna/RN|earthquake|15|POINT (-37.715454 -5.043803)
usp2021bqjg|2021-01-24 04:23:30.062340|-10.106204|-36.934147|0.0|JROBERTO||USP|usp2021bqjg|mR|1.779368161|jroberto|Canhoba/SE|earthquake|4|POINT (-36.934147 -10.106204)
usp2021apva|2021-01-09 15:39:11.687746|-25.433722|-58.422195|0.0|JROBERTO||USP|usp2021apva|mR|2.210499628|jroberto|Northeastern Argentina|earthquake|15|POINT (-58.422195 -25.433722)
usp2021amob|2021-01-07 20:43:50.530482|-14.507656|-55.599773|0.0|JROBERTO||USP|usp2021amob|mR|2.629670636|jroberto|Nobres/MT|earthquake|20|POINT (-55.599773 -14.507656)
usp2021alen|2021-01-07 02:46:29.358171|-3.539655|-40.318184|0.0|JROBERTO||USP|usp2021alen|mR|2.189923176|jroberto|Massape/CE|earthquake|2|POINT (-40.318184 -3.539655)
usp2020zmuh|2020-12-28 18:16:52.399980|-7.249098|-57.103413|0.0|JROBERTO||USP|usp2020zmuh|mR|3.348902645|jroberto|Jacareacanga/PA|earthquake|18|POINT (-57.103413 -7.249098)
usp2020zafl|2020-12-21 21:08:42.200000|-15.994833|-38.307167|0.0|MASSUMPCAO||USP|usp2020zafl|mR|3.097039721|marcelo|Belmonte/BA|earthquake|21|POINT (-38.307167 -15.994833)
usp2020ywvz|2020-12-20 00:57:30.500366|-20.91717|-48.648533|0.0|JROBERTO||USP|usp2020ywvz|mR|2.126686757|jroberto|Monte Azul Paulista/SP|earthquake|0|POINT (-48.648533 -20.91717)
usp2020yuvz|2020-12-18 22:40:56.636335|-13.871862|-57.207527|0.0|JROBERTO||USP|usp2020yuvz|mR|2.000150606|jroberto|Nova Marilandia/MT|earthquake|22|POINT (-57.207527 -13.871862)
usp2020ykqn|2020-12-13 08:34:10.839420|-12.068269|-48.2742|0.0|JROBERTO||USP|usp2020ykqn|mR|2.470127944|jroberto|Sao Valerio da Natividade/TO|earthquake|8|POINT (-48.2742 -12.068269)
usp2020ycwd|2020-12-09 02:18:59.445873|-11.153977|-40.572998|0.0|JROBERTO||USP|usp2020ycwd|mR|2.841508891|jroberto|Jacobina/BA|earthquake|2|POINT (-40.572998 -11.153977)
usp2020xzpg|2020-12-07 07:25:50.354062|-14.436522|-57.885689|0.0|JROBERTO||USP|usp2020xzpg|mR|2.052142818|jroberto|Tangara da Serra/MT|earthquake|7|POINT (-57.885689 -14.436522)
usp2020xuce|2020-12-04 07:08:23.826469|-2.932262|-44.63868|0.0|JROBERTO||USP|usp2020xuce|mR|3.696763329|jroberto|Cajapio/MA|earthquake|7|POINT (-44.63868 -2.932262)
usp2020xpbu|2020-12-01 13:15:34.829786|-21.211962|-42.301826|0.0|JROBERTO||USP|usp2020xpbu|mR|2.418591661|jroberto|Barao de Monte Alto/MG|earthquake|13|POINT (-42.301826 -21.211962)
usp2020wzvp|2020-11-23 05:06:04.538359|-16.488287|-40.522827|0.0|JROBERTO||USP|usp2020wzvp|mR|2.179271491|jroberto|Rubim/MG|earthquake|5|POINT (-40.522827 -16.488287)
usp2020wueq|2020-11-20 02:50:57.138699|-10.526814|-48.647217|0.0|JROBERTO||USP|usp2020wueq|mR|2.236123479|jroberto|Pugmil/TO|earthquake|2|POINT (-48.647217 -10.526814)
usp2020wpfq|2020-11-17 09:40:56.890665|-8.25544|-35.975353|0.0|JROBERTO||USP|usp2020wpfq|mR|1.972916192|jroberto|Caruaru/PE|earthquake|9|POINT (-35.975353 -8.25544)
usp2020wgby|2020-11-12 09:35:30.519107|-8.265815|-35.965004|0.0|JROBERTO||USP|usp2020wgby|mR|1.940745029|jroberto|Caruaru/PE|earthquake|9|POINT (-35.965004 -8.265815)
usp2020vllf|2020-11-01 02:25:09.798389|-8.25872|-35.935699|0.0|JROBERTO||USP|usp2020vllf|mR|1.296838258|jroberto|Caruaru/PE|earthquake|2|POINT (-35.935699 -8.25872)
usp2020vlio|2020-11-01 01:04:18.813720|-8.257576|-35.968391|0.0|JROBERTO||USP|usp2020vlio|mR|1.521174614|jroberto|Caruaru/PE|earthquake|1|POINT (-35.968391 -8.257576)
usp2020uhil|2020-10-15 14:56:15.270920|-3.545318|-40.713062|0.0|JROBERTO||USP|usp2020uhil|MLv|2.060342019|jroberto|Coreau/CE|earthquake|14|POINT (-40.713062 -3.545318)
usp2020uedt|2020-10-13 21:09:24.864282|-8.340114|-74.249405|162.7064209|JROBERTO||USP|usp2020uedt|mb|5.094205079|jroberto|Peru-Brazil Border Region|earthquake|21|POINT (-74.249405 -8.340114)
usp2020tmpe|2020-10-04 06:28:29.562063|-11.158081|-73.602516|10.0|JROBERTO||USP|usp2020tmpe|mb|3.577943392|jroberto|Central Peru|earthquake|6|POINT (-73.602516 -11.158081)
usp2020tenc|2020-09-29 20:20:53.263431|-10.740541|-46.611347|0.0|JROBERTO||USP|usp2020tenc|mR|2.9799819|jroberto|Mateiros/TO|earthquake|20|POINT (-46.611347 -10.740541)
usp2020temn|2020-09-29 20:02:51.520656|-5.866714|-35.934776|0.0|JROBERTO||USP|usp2020temn|mR|2.309903849|jroberto|Ruy Barbosa/RN|earthquake|20|POINT (-35.934776 -5.866714)
usp2020teme|2020-09-29 19:52:57.450172|-5.452211|-35.963799|0.0|JROBERTO||USP|usp2020teme|MLv|1.583495831|jroberto|Joao Camara/RN|earthquake|19|POINT (-35.963799 -5.452211)
usp2020tdds|2020-09-29 02:28:00.642971|-2.946477|-40.662182|0.0|JROBERTO||USP|usp2020tdds|mR|2.371358899|jroberto|Camocim/CE|earthquake|2|POINT (-40.662182 -2.946477)
usp2020sxdy|2020-09-25 19:45:55.820159|-16.889771|-53.281002|0.0|JROBERTO||USP|usp2020sxdy|mR|2.190264299|jroberto|Araguainha/MT|earthquake|19|POINT (-53.281002 -16.889771)
usp2020ryvz|2020-09-12 12:28:45.787413|-15.323311|-46.58139|0.0|JROBERTO||USP|usp2020ryvz|mR|2.345440351|jroberto|Buritis/MG|earthquake|12|POINT (-46.58139 -15.323311)
usp2020rycf|2020-09-12 02:29:06.749050|-5.435397|-36.091019|0.0|JROBERTO||USP|usp2020rycf|mR|2.319812931|jroberto|Pedra Preta/RN|earthquake|2|POINT (-36.091019 -5.435397)
usp2020rwmq|2020-09-11 05:29:10.906492|-8.277738|-36.05188|0.0|JROBERTO||USP|usp2020rwmq|mR|2.278398674|jroberto|Caruaru/PE|earthquake|5|POINT (-36.05188 -8.277738)
usp2020rwmn|2020-09-11 05:25:08.892389|-8.272932|-36.048981|0.0|JROBERTO||USP|usp2020rwmn|mR|1.605812031|jroberto|Caruaru/PE|earthquake|5|POINT (-36.048981 -8.272932)
usp2020rvqp|2020-09-10 18:20:42.223087|-11.538112|-55.88512|0.0|JROBERTO||USP|usp2020rvqp|mR|2.613176331|jroberto|Sinop/MT|earthquake|18|POINT (-55.88512 -11.538112)
usp2020rutd|2020-09-10 06:29:43.874177|-8.277454|-36.052376|0.0|JROBERTO||USP|usp2020rutd|mR|1.603056756|jroberto|Caruaru/PE|earthquake|6|POINT (-36.052376 -8.277454)
usp2020rtlr|2020-09-09 13:35:13.547226|-8.301835|-36.051277|0.0|JROBERTO||USP|usp2020rtlr|mb|3.871168325|jroberto|Caruaru/PE|earthquake|13|POINT (-36.051277 -8.301835)
usp2020rsvx|2020-09-09 05:37:29.836378|-8.290922|-36.033222|0.0|JROBERTO||USP|usp2020rsvx|mR|1.54400361|jroberto|Caruaru/PE|earthquake|5|POINT (-36.033222 -8.290922)
usp2020rniy|2020-09-06 05:23:42.237612|-18.842905|-47.174141|0.0|JROBERTO||USP|usp2020rniy|mR|2.900786339|jroberto|Patrocinio/MG|earthquake|5|POINT (-47.174141 -18.842905)
usp2020rngd|2020-09-06 03:58:35.000000|-9.835|-36.9937|0.0|JROBERTO||USP|usp2020rngd|MLv|1.835749962|jroberto|Traipu/AL|earthquake|3|POINT (-36.9937 -9.835)
usp2020rfsg|2020-09-02 01:01:19.990795|-5.506784|-36.079414|0.0|JROBERTO||USP|usp2020rfsg|MLv|1.99646347|jroberto|Pedra Preta/RN|earthquake|1|POINT (-36.079414 -5.506784)
usp2020rehr|2020-09-01 06:31:36.861876|-13.005229|-39.598896|0.0|JROBERTO||USP|usp2020rehr|mR|1.819135213|jroberto|Amargosa/BA|earthquake|6|POINT (-39.598896 -13.005229)
usp2020rbts|2020-08-30 21:11:44.835947|-13.013102|-39.565868|0.0|JROBERTO||USP|usp2020rbts|mR|2.29322839|jroberto|Amargosa/BA|earthquake|21|POINT (-39.565868 -13.013102)
usp2020rbcf|2020-08-30 12:21:48.871861|-13.007405|-39.596397|0.0|JROBERTO||USP|usp2020rbcf|mR|1.759193873|jroberto|Amargosa/BA|earthquake|12|POINT (-39.596397 -13.007405)
usp2020qysx|2020-08-29 05:23:29.380069|-5.62695|-36.218407|0.0|JROBERTO||USP|usp2020qysx|mR|2.265405192|jroberto|Lajes/RN|earthquake|5|POINT (-36.218407 -5.62695)
usp2020qtza|2020-08-26 14:47:43.004436|-3.923331|-39.46172|0.0|JROBERTO||USP|usp2020qtza|mR|1.877104397|jroberto|Apuiares/CE|earthquake|14|POINT (-39.46172 -3.923331)
usp2020qhsl|2020-08-19 21:51:02.926455|-12.601348|-38.978584|0.0|JROBERTO||USP|usp2020qhsl|mR|1.561402519|jroberto|Sao Felix/BA|earthquake|21|POINT (-38.978584 -12.601348)
usp2020qhci|2020-08-19 13:41:27.572472|-4.196616|-40.198963|0.0|JROBERTO||USP|usp2020qhci|MLv|2.013382307|jroberto|Santa Quiteria/CE|earthquake|13|POINT (-40.198963 -4.196616)
usp2020qgjg|2020-08-19 04:03:24.185495|-14.488836|-53.838287|0.0|JROBERTO||USP|usp2020qgjg|mR|1.98028943|jroberto|Alto Garcas/MT|earthquake|4|POINT (-53.838287 -14.488836)
usp2020qcoz|2020-08-17 02:24:47.788981|-5.480057|-36.042057|0.0|JROBERTO||USP|usp2020qcoz|mR|1.825068018|jroberto|Pedra Preta/RN|earthquake|2|POINT (-36.042057 -5.480057)
usp2020pqpd|2020-08-10 12:51:07.482526|-12.967481|-65.831055|10.0|JROBERTO||USP|usp2020pqpd|mR|3.48782503|jroberto|Northern Bolivia|earthquake|12|POINT (-65.831055 -12.967481)
usp2020pnon|2020-08-08 21:07:09.250000|-20.237667|-43.7135|0.0|MASSUMPCAO||USP|usp2020pnon|mR|2.791342714|marcelo|Itabirito/MG|earthquake|21|POINT (-43.7135 -20.237667)
usp2020plyf|2020-08-07 23:45:47.863915|-19.3349|-46.697674|0.0|JROBERTO||USP|usp2020plyf|mR|2.319268378|jroberto|Ibia/MG|earthquake|23|POINT (-46.697674 -19.3349)
usp2020piai|2020-08-05 20:17:28.857794|-8.5737|-35.839375|0.0|JROBERTO||USP|usp2020piai|mR|1.779684253|jroberto|Belém de Maria/PE|earthquake|20|POINT (-35.839375 -8.5737)
usp2020pfyl|2020-08-04 17:03:41.672004|-8.672621|-36.305145|0.0|JROBERTO||USP|usp2020pfyl|mR|2.027651046|jroberto|Lajedo/PE|earthquake|17|POINT (-36.305145 -8.672621)
usp2020ouid|2020-07-29 08:19:37.718876|-15.014756|-38.069679|0.0|MASSUMPCAO||USP|usp2020ouid|mR|3.857283112|marcelo|Ilheus/BA|earthquake|8|POINT (-38.069679 -15.014756)
usp2020osyy|2020-07-28 14:32:59.835377|-6.0018|-38.202381|0.0|JROBERTO||USP|usp2020osyy|mR|2.122182993|jroberto|Sao Francisco do Oeste/RN|earthquake|14|POINT (-38.202381 -6.0018)
usp2020onrm|2020-07-25 17:06:25.068910|-3.642291|-35.187778|0.0|JROBERTO||USP|usp2020onrm|mR|2.132308684|jroberto|Plataforma Continental-RN/CE|earthquake|17|POINT (-35.187778 -3.642291)
usp2020offz|2020-07-21 02:12:38.449682|-7.792385|-74.488686|149.2408447|JROBERTO||USP|usp2020offz|mb|4.369551087|jroberto|Peru-Brazil Border Region|earthquake|2|POINT (-74.488686 -7.792385)
usp2020noxy|2020-07-12 03:58:21.629999|-9.837167|-39.9985|0.0|MASSUMPCAO||USP|usp2020noxy|mR|2.68167764|marcelo|Jaguarari/BA|earthquake|3|POINT (-39.9985 -9.837167)
usp2020njxd|2020-07-09 09:53:10.687347|-8.294931|-36.019684|0.0|JROBERTO||USP|usp2020njxd|mR|1.637860577|jroberto|Caruaru/PE|earthquake|9|POINT (-36.019684 -8.294931)
usp2020nbcy|2020-07-04 14:35:36.969599|-3.068702|-40.754295|0.0|JROBERTO||USP|usp2020nbcy|MLv|1.676282619|jroberto|Granja/CE|earthquake|14|POINT (-40.754295 -3.068702)
usp2020mzhj|2020-07-03 14:32:48.793250|-27.183493|-51.539597|0.0|JROBERTO||USP|usp2020mzhj|mR|2.074932681|jroberto|Joaçaba/SC|earthquake|14|POINT (-51.539597 -27.183493)
usp2020mpft|2020-06-28 02:23:05.876358|-3.311244|-40.514938|0.0|JROBERTO||USP|usp2020mpft|mR|2.184947108|jroberto|Uruoca/CE|earthquake|2|POINT (-40.514938 -3.311244)
usp2020mjqq|2020-06-25 01:02:57.839769|-21.187868|-48.452034|0.0|JROBERTO||USP|usp2020mjqq|mR|2.04502541|jroberto|Monte Alto/SP|earthquake|1|POINT (-48.452034 -21.187868)
usp2020mejw|2020-06-22 03:57:31.693184|-21.802967|-49.927406|0.0|JROBERTO||USP|usp2020mejw|mR|2.179449159|jroberto|Getulina/SP|earthquake|3|POINT (-49.927406 -21.802967)
usp2020lvbv|2020-06-17 01:40:50.578827|-10.72546|-62.271641|0.0|JROBERTO||USP|usp2020lvbv|mR|2.870918241|jroberto|Ouro Preto do Oeste/RO|earthquake|1|POINT (-62.271641 -10.72546)
usp2020litr|2020-06-10 07:55:35.773675|-14.613391|-50.422783|0.0|JROBERTO||USP|usp2020litr|mR|2.49064495|jroberto|Mozarlandia/GO|earthquake|7|POINT (-50.422783 -14.613391)
usp2020lfdl|2020-06-08 08:19:10.288152|-10.513567|-47.437504|0.0|JROBERTO||USP|usp2020lfdl|mR|2.331748095|jroberto|Lagoa do Tocantins/TO|earthquake|8|POINT (-47.437504 -10.513567)
usp2020lezn|2020-06-08 06:20:11.140000|-19.1665|-47.6715|0.0|JROBERTO||USP|usp2020lezn|mR|2.841956378|jroberto|Nova Ponte/MG|earthquake|6|POINT (-47.6715 -19.1665)
usp2020kscq|2020-06-01 05:08:25.912086|-10.924422|-37.672451|0.0|JROBERTO||USP|usp2020kscq|mR|2.331228734|jroberto|Lagarto/SE|earthquake|5|POINT (-37.672451 -10.924422)
usp2020kqww|2020-05-31 13:05:46.090029|-15.189663|-50.071712|0.0|JROBERTO||USP|usp2020kqww|mR|3.41483216|jroberto|Morro Agudo de Goias/GO|earthquake|13|POINT (-50.071712 -15.189663)
usp2020kdrl|2020-05-24 07:34:37.824491|-5.735523|-36.931377|0.0|JROBERTO||USP|usp2020kdrl|mR|1.685597768|jroberto|Açu/RN|earthquake|7|POINT (-36.931377 -5.735523)
usp2020jofx|2020-05-15 20:42:26.206258|-8.334087|-36.466053|0.0|JROBERTO||USP|usp2020jofx|mR|1.579744769|jroberto|Belo Jardim/PE|earthquake|20|POINT (-36.466053 -8.334087)
usp2020joeo|2020-05-15 20:01:54.630682|-12.542304|-49.16481|0.0|JROBERTO||USP|usp2020joeo|mR|2.610932432|jroberto|Alvorada/TO|earthquake|20|POINT (-49.16481 -12.542304)
usp2020jaqr|2020-05-08 10:14:12.775305|-4.705055|-38.121742|0.0|JROBERTO||USP|usp2020jaqr|mR|1.696658702|jroberto|Palhano/CE|earthquake|10|POINT (-38.121742 -4.705055)
