evid,origin,longitude,latitude,depth,magnitude,magnitudet,region,author,mode,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
usp2018uwkg,2018-10-24 20:53:20.304000+00:00,-51900,-23494,0.0,2.0,mR,Sarandi/PR,jroberto,M,,,,,
usp2018uweb,2018-10-24 17:45:54.221000+00:00,-51029,-23312,0.0,2.1,mR,Londrina/PR,jroberto,M,,,,,
usp2018uwdf,2018-10-24 17:19:56.529000+00:00,-51498,-23641,0.0,2.0,mR,Apucarana/PR,jroberto,M,,,,,
usp2018utvy,2018-10-23 11:23:13.520000+00:00,-50596,-27421,0.0,2.6,MLv,Curitibanos/SC,jroberto,M,,,,,
usp2018uqvg,2018-10-21 19:38:02.966000+00:00,-44802,-18425,0.0,2.6,mR,Morro da Garca/MG,jroberto,M,,,,,
usp2018uqnp,2018-10-21 15:46:18.820000+00:00,-35732,-9359,0.0,1.8,mR,Flexeiras/AL,jroberto,M,,,,,
usp2018ujoj,2018-10-17 20:11:45.097000+00:00,-36278,-8854,0.0,1.1,mR,Angelim/PE,jroberto,M,,,,,
usp2018ujlo,2018-10-17 18:47:14.042000+00:00,-49592,-14299,0.0,2.9,mR,Campos Verdes/GO,jroberto,M,,,,,
usp2018ufjf,2018-10-15 13:02:38.090000+00:00,-44751,-18855,0.0,2.5,mR,Felixlandia/MG,jroberto,M,,,,,
usp2018twwl,2018-10-10 21:29:19.019000+00:00,-56768,-20349,0.0,2.1,mR,Bodoquena/MS,jroberto,M,,,,,
usp2018ture,2018-10-09 16:35:12+00:00,-43715,-22635,0.0,2.6,MLv,Paracambi/RJ,jroberto,M,,,,,
usp2018ttnm,2018-10-09 01:34:06.955000+00:00,-54422,-15338,0.0,3.3,mR,Primavera do Leste/MT,jroberto,M,,,,,
usp2018ttkc,2018-10-08 23:51:27+00:00,-40455,-3546,0.0,1.5,mR,Meruoca/CE,jroberto,M,,,,,
usp2018tnrk,2018-10-05 20:44:53.343000+00:00,-50306,-24864,0.0,2.3,mR,Carambei/PR,jroberto,M,,,,,
usp2018tlwi,2018-10-04 20:57:44.094000+00:00,-56552,-11674,0.0,2.0,MLv,Novo Horizonte do Norte/MT,jroberto,M,,,,,
usp2018tliv,2018-10-04 14:08:25.648000+00:00,-51151,-23260,0.0,1.9,mR,Londrina/PR,jroberto,M,,,,,
usp2018tikr,2018-10-02 23:39:06.602000+00:00,-73950,-8308,156.7,4.0,mb,Peru-Brazil Border Region,jroberto,M,,,,,
usp2018tawo,2018-09-28 20:35:16.020000+00:00,-44608,-21101,0.0,2.3,mR,Nazareno/MG,jroberto,M,,,,,
usp2018szne,2018-09-28 02:41:49+00:00,-57016,-25943,0.0,2.4,mR,Paraguay,jroberto,M,,,,,
usp2018syqr,2018-09-27 15:20:24.204000+00:00,-50386,-29519,0.0,2.5,mR,Riozinho/RS,jroberto,M,,,,,
usp2018sygc,2018-09-27 09:59:09.881000+00:00,-38862,-12255,0.0,1.4,mR,Feira de Santana/BA,jroberto,M,,,,,
usp2018svho,2018-09-25 19:18:59.745000+00:00,-43843,-20957,0.0,2.4,mR,Carandai/MG,jroberto,M,,,,,
usp2018sric,2018-09-23 15:02:49.480000+00:00,-43956,-20483,0.0,2.3,mR,Jeceaba/MG,jroberto,M,,,,,
usp2018sqxn,2018-09-23 09:42:01+00:00,-73703,-9509,65.7,4.1,mb,Peru-Brazil Border Region,jroberto,M,,,,,
usp2018sqbo,2018-09-22 22:37:03.639000+00:00,-50947,-1516,0.0,2.9,mR,Melgaco/PA,jroberto,M,,,,,
usp2018spzt,2018-09-22 21:42:02+00:00,-55419,-7170,0.0,2.9,mR,Novo Progresso/PA,jroberto,M,,,,,
usp2018sobi,2018-09-21 20:12:44.863000+00:00,-37421,-10529,0.0,2.5,mR,Ribeiropolis/SE,jroberto,M,,,,,
usp2018slyu,2018-09-20 16:39:20+00:00,-51682,-23546,0.0,1.9,mR,Mandaguari/PR,jroberto,M,,,,,
usp2018sinc,2018-09-18 19:20:25.890000+00:00,-40680,-3468,0.0,3.1,mR,Moraujo/CE,jroberto,M,,,,,
usp2018sies,2018-09-18 15:08:32.856000+00:00,-43815,-22725,0.0,1.9,mR,Seropedica/RJ,jroberto,M,,,,,
usp2018shxp,2018-09-18 11:30:36.079000+00:00,-47686,-22774,0.0,2.4,mR,Piracicaba/SP,jroberto,M,,,,,
usp2018shns,2018-09-18 06:31:49.987000+00:00,-40644,-16447,0.0,1.9,mR,Rubim/MG,jroberto,M,,,,,
usp2018sgky,2018-09-17 15:59:15.276000+00:00,-50327,-21755,0.0,2.3,mR,Luiziania/SP,jroberto,M,,,,,
usp2018saul,2018-09-14 13:58:05.339000+00:00,-56989,-25894,0.0,2.8,mR,Paraguay,jroberto,M,,,,,
usp2018saey,2018-09-14 06:08:24.031000+00:00,-48921,-12490,0.0,3.0,mR,Alvorada/TO,jroberto,M,,,,,
usp2018ryzz,2018-09-13 14:29:53.097000+00:00,-51104,-29377,0.0,2.2,mR,Nova Petropolis/RS,jroberto,M,,,,,
usp2018rusb,2018-09-11 05:57:19.019000+00:00,-52365,-10562,0.0,2.5,mR,SaoJoseXingu/MT,jroberto,M,,,,,
usp2018rpel,2018-09-08 05:23:54.019000+00:00,-41801,-24208,0.0,2.7,mR,Plataforma Continental/SP,jroberto,M,,,,,
usp2018rhgd,2018-09-03 21:09:28.065000+00:00,-59310,-15244,0.0,2.6,mR,PonteseLacerda/MT,jroberto,M,,,,,
usp2018qsnt,2018-08-26 19:58:25.564000+00:00,-70592,-11212,635.9,4.6,mb,Peru-Brazil Border Region,jroberto,M,,,,,
usp2018qqzn,2018-08-25 23:38:51.310000+00:00,-40681,-16415,0.0,2.3,mR,Rubim/MG,jroberto,M,,,,,
usp2018qpev,2018-08-25 00:02:44+00:00,-44280,-15074,0.0,2.1,mR,Itacarambi/MG,jroberto,M,,,,,
usp2018qobe,2018-08-24 09:04:07.106000+00:00,-70883,-11119,632.0,7.0,mB,Peru-Brazil Border Region,jroberto,M,,,,,
usp2018qjkj,2018-08-21 20:01:57.807000+00:00,-43833,-16536,0.0,1.9,mR,Montes Claros/MG,jroberto,M,,,,,
usp2018qhxj,2018-08-21 00:19:26.718000+00:00,-49216,-13838,0.0,2.6,mR,Amaralina/GO,jroberto,M,,,,,
usp2018qhwy,2018-08-21 00:07:22.844000+00:00,-50050,-14010,0.0,1.7,mR,Nova Crixas/GO,jroberto,M,,,,,
usp2018qgvm,2018-08-20 10:15:32.939000+00:00,-40719,-16400,0.0,3.3,mR,Rubim/MG,massumpcao,M,,,,,
usp2018pybf,2018-08-15 14:54:32+00:00,-51180,-15039,0.0,3.1,mR,Aruana/GO,jroberto,M,,,,,
usp2018pveh,2018-08-14 01:04:07.006000+00:00,-43988,-22845,0.0,2.0,mR,Mangaratiba/RJ,jroberto,M,,,,,
usp2018puuf,2018-08-13 19:58:09.243000+00:00,-43717,-22737,0.0,2.1,MLv,Seropedica/RJ,jroberto,M,,,,,
usp2018purz,2018-08-13 18:50:54.897000+00:00,-44046,-22872,0.0,1.0,M,Mangaratiba/RJ,jroberto,M,,,,,
usp2018puqz,2018-08-13 18:19:54.938000+00:00,-37191,-8238,0.0,1.4,mR,Sertania/PE,jroberto,M,,,,,
usp2018pufs,2018-08-13 12:38:59.071000+00:00,-43948,-22887,0.0,1.8,mR,Mangaratiba/RJ,jroberto,M,,,,,
usp2018pubu,2018-08-13 10:39:11+00:00,-43948,-22891,0.0,1.0,MLv,Mangaratiba/RJ,jroberto,M,,,,,
usp2018ppaa,2018-08-10 16:05:48.783000+00:00,-35051,-8088,0.0,1.8,mR,Moreno/PE,jroberto,M,,,,,
usp2018plqr,2018-08-08 19:57:47.652000+00:00,-47850,-22878,0.0,2.4,mR,Laranjal Paulista/SP,jroberto,M,,,,,
usp2018pknj,2018-08-08 05:08:54.580000+00:00,-44008,-22937,0.0,2.5,mR,Mangaratiba/RJ,jroberto,M,,,,,
usp2018phat,2018-08-06 07:22:40.418000+00:00,-50722,-27925,0.0,2.1,mR,Campo Belo do Sul/SC,jroberto,M,,,,,
usp2018pcim,2018-08-03 17:35:38.597000+00:00,-43190,-16121,0.0,2.1,mR,Riacho dos Machados/MG,jroberto,M,,,,,
usp2018pahf,2018-08-02 14:40:47.003000+00:00,-35808,-9426,0.0,2.2,mR,Messias/AL,jroberto,M,,,,,
usp2018onso,2018-07-26 17:38:57.705000+00:00,-36065,-5921,0.0,1.7,MLv,Sao Tome/RN,jroberto,M,,,,,
usp2018onml,2018-07-26 14:32:57.292000+00:00,-37005,-5821,0.0,1.8,mR,Sao Rafael/RN,jroberto,M,,,,,
usp2018omrs,2018-07-26 04:04:21.205000+00:00,-50576,-21916,0.0,2.9,mR,Tupa/SP,jroberto,M,,,,,
usp2018omip,2018-07-25 23:28:26.091000+00:00,-43811,-19884,0.0,2.1,mR,Sabara/MG,jroberto,M,,,,,
usp2018olks,2018-07-25 11:24:29+00:00,-38846,-4151,0.0,1.9,mR,Palmacia/CE,jroberto,M,,,,,
usp2018oiwp,2018-07-24 02:00:30.046000+00:00,-70248,1221,260.2,3.9,mb,Colombia,jroberto,M,,,,,
usp2018nxoq,2018-07-17 21:29:30.400000+00:00,-46605,-21873,0.0,2.4,mR,Pocos de Caldas/MG,massumpcao,M,,,,,
usp2018nxhs,2018-07-17 17:59:45.588000+00:00,-50558,-5762,0.0,3.3,mR,Parauapebas/PA,jroberto,M,,,,,
usp2018npmr,2018-07-13 11:24:50.865000+00:00,-35733,-5493,0.0,1.9,mR,Joao Camara/RN,jroberto,M,,,,,
usp2018nmku,2018-07-11 19:03:02.841000+00:00,-49330,-15061,0.0,2.6,mR,Sao Luiz do Norte/GO,jroberto,M,,,,,
usp2018nlvh,2018-07-11 11:12:50.129000+00:00,-56737,-11702,0.0,1.6,MLv,Novo Horizonte do Norte/MT,jroberto,M,,,,,
usp2018nksr,2018-07-10 20:46:08.431000+00:00,-37101,-10819,0.0,2.4,mR,Nossa Senhora do Socorro/SE,jroberto,M,,,,,
usp2018nkbf,2018-07-10 11:55:52+00:00,-39550,-5720,0.0,1.2,MLv,Mombaca/CE,jroberto,M,,,,,
usp2018ncfr,2018-07-06 05:06:39.008000+00:00,-35793,-5524,0.0,2.0,mR,Joao Camara/RN,jroberto,M,,,,,
usp2018nccs,2018-07-06 03:36:45.826000+00:00,-35714,-5462,0.0,2.2,mR,Joao Camara/RN,jroberto,M,,,,,
usp2018msbs,2018-06-30 15:44:55.243000+00:00,-44728,-21036,0.0,1.8,mR,Bom Sucesso/MG,jroberto,M,,,,,
usp2018mnii,2018-06-28 01:24:09.534000+00:00,-73890,-8846,149.0,4.3,mb,Peru-Brazil Border Region,jroberto,M,,,,,
usp2018mlmp,2018-06-27 01:17:45.576000+00:00,-55933,-16230,1.7,3.1,mR,Barao de Melgaco/MT,jroberto,M,,,,,
usp2018mklt,2018-06-26 11:43:07.416000+00:00,-73831,-8252,167.8,4.1,mb,Peru-Brazil Border Region,jroberto,M,,,,,
usp2018mjeg,2018-06-25 18:47:55.644000+00:00,-49521,-26098,0.0,2.2,mR,Pien/PR,jroberto,M,,,,,
usp2018mcad,2018-06-21 20:45:49.198000+00:00,-46957,-23391,0.0,1.7,mR,Pirapora do Bom Jesus/SP,jroberto,M,,,,,
usp2018ltev,2018-06-17 00:55:10.759000+00:00,-58146,-27188,0.0,2.3,mR,Northeastern Argentina,massumpcao,M,,,,,
usp2018lqak,2018-06-15 07:16:04.784000+00:00,-42885,-15135,0.0,2.3,mR,Monte Azul/MG,jroberto,M,,,,,
usp2018lmrc,2018-06-13 11:09:50.901000+00:00,-38053,-4783,0.0,1.8,MLv,Palhano/CE,jroberto,M,,,,,
usp2018llpi,2018-06-12 21:08:06.482000+00:00,-35988,-6051,0.0,1.7,mR,Sitio Novo/RN,jroberto,M,,,,,
usp2018lftb,2018-06-09 16:12:30.091000+00:00,-35998,-9081,0.0,1.7,MLv,Uniao dos Palmares/AL,jroberto,M,,,,,
usp2018lefx,2018-06-08 20:25:01.149000+00:00,-50545,-24920,0.0,2.1,mR,Castro/PR,jroberto,M,,,,,
usp2018kyti,2018-06-05 20:22:47.641000+00:00,-48050,-24815,0.0,2.3,mR,Cajati/SP,cleusa,M,,,,,
usp2018kykw,2018-06-05 16:07:17.308000+00:00,-46897,-23777,0.0,1.6,mR,Itapecerica da Serra/SP,jroberto,M,,,,,
usp2018kxxz,2018-06-05 09:36:05.513000+00:00,-74136,-8610,151.1,4.2,mb,Peru-Brazil Border Region,cleusa,M,,,,,
usp2018kric,2018-06-01 18:45:28+00:00,-56731,-11606,0.0,1.1,MLv,Novo Horizonte do Norte/MT,jroberto,M,,,,,
usp2018kjzj,2018-05-28 18:23:41.467000+00:00,-56779,-11572,0.0,2.0,MLv,Novo Horizonte do Norte/MT,jroberto,M,,,,,
usp2018kjua,2018-05-28 15:41:15.741000+00:00,-60546,-1193,0.0,4.2,mR,Presidente Figueiredo/AM,jroberto,M,,,,,
usp2018keso,2018-05-25 21:16:33.104000+00:00,-48113,-24718,0.0,2.8,mR,Cajati/SP,marcelo,M,,,,,
usp2018kbhf,2018-05-24 00:08:42.275000+00:00,-39880,-3785,0.0,2.5,mR,Iraucuba/CE,jroberto,M,,,,,
usp2018juik,2018-05-20 04:47:21.616000+00:00,-35444,-5531,0.0,1.9,mR,Taipu/RN,jroberto,M,,,,,
usp2018jnpm,2018-05-16 12:24:52.442000+00:00,-37242,-9798,0.0,1.7,mR,Belo Monte/AL,jroberto,M,,,,,
usp2018jkno,2018-05-14 20:01:24.840000+00:00,-49464,-14482,0.0,2.7,mR,Nova Iguacu de Goias/GO,jroberto,M,,,,,
usp2018jiub,2018-05-13 21:02:44.009000+00:00,-42287,-23001,0.0,2.6,mR,Araruama/RJ,jroberto,M,,,,,
usp2018jfob,2018-05-12 02:36:23.194000+00:00,-50193,-10624,0.0,2.8,mR,Santa Terezinha/MT,jroberto,M,,,,,
usp2018jfem,2018-05-11 21:46:05.766000+00:00,-44832,-21740,0.0,2.3,mR,Cruzilia/MG,jroberto,M,,,,,
usp2018jemc,2018-05-11 12:29:07.128000+00:00,-38082,-4948,0.0,2.3,mR,Palhano/CE,jroberto,M,,,,,
usp2018jdcf,2018-05-10 18:21:22.488000+00:00,-46824,-17066,0.0,2.2,mR,Paracatu/MG,jroberto,M,,,,,
usp2018iwvo,2018-05-07 08:10:37.007000+00:00,-45351,-24907,0.0,2.1,mR,Ilhabela/SP,jroberto,M,,,,,
usp2018itos,2018-05-05 13:17:52.063000+00:00,-42683,-17350,0.0,2.0,mR,Veredinha/MG,jroberto,M,,,,,
usp2018ioij,2018-05-02 16:24:56.802000+00:00,-43509,-20211,0.0,2.2,mR,Ouro Preto/MG,jroberto,M,,,,,
usp2018idcl,2018-04-26 12:55:26.711000+00:00,-73721,-7178,170.0,4.6,mb,Peru-Brazil Border Region,jroberto,M,,,,,
usp2018hzbh,2018-04-24 07:47:48.017000+00:00,-36115,-5575,0.0,1.5,mR,Pedra Preta/RN,jroberto,M,,,,,
usp2018hszp,2018-04-21 00:08:24.686000+00:00,-56817,-11586,0.0,1.6,MLv,Novo Horizonte do Norte/MT,jroberto,M,,,,,
usp2018hreg,2018-04-20 00:12:36+00:00,-71778,-9806,0.0,4.0,mR,Peru-Brazil Border Region,massumpcao,M,,,,,
usp2018hqpp,2018-04-19 16:47:58.885000+00:00,-71610,-9499,10.0,4.6,mb,Peru-Brazil Border Region,jroberto,M,,,,,
usp2018hkek,2018-04-16 04:20:31.036000+00:00,-48834,-20873,0.0,1.8,MLv,Embauba/SP,jroberto,M,,,,,
usp2018hhub,2018-04-14 20:50:18.342000+00:00,-40390,-3628,0.0,1.3,mR,Meruoca/CE,bbcollaco,M,,,,,
usp2018hfia,2018-04-13 12:28:48+00:00,-47751,-27817,10.0,3.7,mR,MargemContinental/SC,massumpcao,M,,,,,
usp2018hbnv,2018-04-11 10:51:57.328000+00:00,-44795,-18852,0.0,2.3,mR,Felixlandia/MG,jroberto,M,,,,,
usp2018guso,2018-04-07 17:18:40+00:00,-47578,-23687,0.0,2.0,mR,Salto de Pirapora/SP,jroberto,M,,,,,
usp2018gtiy,2018-04-06 23:18:48.834000+00:00,-47375,-23856,0.0,1.9,mR,Piedade/SP,jroberto,M,,,,,
usp2018gtem,2018-04-06 21:03:51.708000+00:00,-50451,-5957,0.0,3.1,mR,Parauapebas/PA,jroberto,M,,,,,
usp2018gstd,2018-04-06 15:19:22.891000+00:00,-55047,-17585,0.0,2.8,mR,Sonora/MS,jroberto,M,,,,,
usp2018gssz,2018-04-06 15:15:22.671000+00:00,-55092,-17613,0.0,2.6,mR,Sonora/MS,jroberto,M,,,,,
usp2018gpod,2018-04-04 21:23:45.247000+00:00,-56084,-12568,0.0,2.8,mR,Sorriso/MT,jroberto,M,,,,,
usp2018gicq,2018-03-31 19:38:11.632000+00:00,-49514,-16315,0.0,1.7,mR,Inhumas/GO,jroberto,M,,,,,
usp2018flec,2018-03-19 06:14:32.075000+00:00,-56789,-11554,0.0,2.3,mR,Novo Horizonte do Norte/MT,jroberto,M,,,,,
usp2018fjpi,2018-03-18 09:38:41.733000+00:00,-35515,-5573,0.0,1.9,mR,Taipu/RN,jroberto,M,,,,,
usp2018feyy,2018-03-15 20:48:59.939000+00:00,-48594,-10931,0.0,2.9,mR,Brejinho de Nazare/TO,jroberto,M,,,,,
usp2018fext,2018-03-15 20:13:29.693000+00:00,-71489,-8588,580.5,4.3,mb,Western Brazil,jroberto,M,,,,,
usp2018fdeq,2018-03-14 21:25:18.002000+00:00,-35668,-8162,0.0,1.5,mR,Bezerros/PE,jroberto,M,,,,,
usp2018faft,2018-03-13 06:35:06.259000+00:00,-35549,-5516,0.0,2.4,mR,Taipu/RN,jroberto,M,,,,,
usp2018ezyw,2018-03-13 03:06:53.539000+00:00,-46375,-21231,0.0,2.6,mR,Monte Belo/MG,massumpcao,M,,,,,
usp2018ewts,2018-03-11 09:05:45.729000+00:00,-55506,-13484,0.0,3.3,mR,Santa Rita do Trivelato/MT,jroberto,M,,,,,
usp2018ewsc,2018-03-11 08:16:23.525000+00:00,-35669,-5519,5.0,2.0,mR,Taipu/RN,massumpcao,M,,,,,
usp2018evvy,2018-03-10 21:05:30.199000+00:00,-35493,-5530,0.0,1.7,mR,Taipu/RN,jroberto,M,,,,,
usp2018evsx,2018-03-10 19:32:48+00:00,-35587,-5567,0.0,1.8,mR,Taipu/RN,jroberto,M,,,,,
usp2018evlp,2018-03-10 15:51:57.949000+00:00,-39485,-14897,0.0,1.8,mR,Itape/BA,massumpcao,M,,,,,
usp2018etsf,2018-03-09 16:55:16.785000+00:00,-46878,-24531,0.0,2.6,mR,Peruibe/SP,jroberto,M,,,,,
usp2018eiui,2018-03-03 17:30:30.064000+00:00,-35738,-9633,0.0,1.8,mR,Maceio/AL,bruno,M,,,,,
usp2018dwrn,2018-02-25 02:26:24.619000+00:00,-47212,-20140,0.0,2.9,mR,Rifaina/SP,jroberto,M,,,,,
usp2018cdpr,2018-01-31 10:24:00+00:00,-54896,-16737,0.0,3.4,mR,Rondonopolis/MT,jroberto,M,,,,,
usp2018cdft,2018-01-31 05:22:34+00:00,-51195,-23351,0.0,0.6,MLv,Londrina/PR,jroberto,M,,,,,
usp2018cawf,2018-01-29 22:17:41.855000+00:00,-40930,-15708,0.0,1.9,mR,Divisopolis/MG,massumpcao,M,,,,,
usp2018bufm,2018-01-26 07:01:02.987000+00:00,-48584,-21382,2.5,2.3,MLv,Jurupema/SP,jroberto,M,,,,,
usp2018bryy,2018-01-25 01:27:20.712000+00:00,-38857,-17064,0.0,3.1,mR,Prado/BA,jroberto,M,,,,,
usp2018bojv,2018-01-23 02:23:50+00:00,-51190,-23350,0.0,0.7,MLv,Londrina/PR,massumpcao,M,,,,,
usp2018boet,2018-01-22 23:50:38+00:00,-51190,-23350,0.0,1.4,MLv,Londrina/PR,massumpcao,M,,,,,
usp2018blwx,2018-01-21 17:36:24+00:00,-51192,-23354,0.0,1.1,MLv,Londrina/PR,jroberto,M,,,,,
usp2018bjqq,2018-01-20 12:09:23.272000+00:00,-49975,-13903,0.0,2.9,mR,Bonopolis/GO,jroberto,M,,,,,
usp2018bgwy,2018-01-18 23:56:36.825000+00:00,-51010,-29449,0.0,2.1,mR,Santa Maria do Herval/RS,massumpcao,M,,,,,
usp2018bckz,2018-01-16 13:20:47.061000+00:00,-56263,-15588,0.0,2.8,mR,Varzea Grande/MT,jroberto,M,,,,,
usp2018baqx,2018-01-15 14:04:31.271000+00:00,-45082,-19770,0.0,2.8,mR,Leandro Ferreira/MG,jroberto,M,,,,,
usp2017zmln,2017-12-29 13:51:20+00:00,-46000,-20600,0.0,2.3,mR,Capitolio/MG,massumpcao,M,,,,,
usp2017zkul,2017-12-28 16:05:29.022000+00:00,-53619,-13670,0.0,2.9,mR,Gaucha do Norte/MT,jroberto,M,,,,,
usp2017yzje,2017-12-22 09:54:03.938000+00:00,-49620,-14304,0.0,2.5,mR,Campos Verdes/GO,jroberto,M,,,,,
usp2017yacx,2017-12-08 14:19:45.105000+00:00,-72955,-6248,10.0,4.3,mb,Peru-Brazil Border Region,jroberto,M,,,,,
usp2017xplg,2017-12-02 18:02:34.190000+00:00,-44203,-2986,0.0,2.2,mR,Rosario/MA,jroberto,M,,,,,
usp2017vxkl,2017-11-08 15:39:41.759000+00:00,-60119,-16213,0.0,3.3,mR,Central Bolivia,massumpcao,M,,,,,
usp2017vtti,2017-11-06 15:36:26.858000+00:00,-45588,-23382,0.0,2.7,mR,Paraibuna/SP,jroberto,M,,,,,
usp2017vpug,2017-11-04 11:30:52.810000+00:00,-39055,-18142,0.0,1.9,mR,Nova Vicosa/BA,jroberto,M,,,,,
usp2017vglu,2017-10-30 09:01:23.388000+00:00,-44442,-24306,0.0,2.2,mR,Ilhabela/SP,jroberto,M,,,,,
usp2017vazw,2017-10-27 09:18:52.865000+00:00,-58855,-15740,0.0,2.9,mR,Figueiropolis d'Oeste/MT,jroberto,M,,,,,
usp2017urtj,2017-10-22 07:48:31.919000+00:00,-73768,-5651,104.6,4.1,mb,Peru-Brazil Border Region,jroberto@vitoria,M,,,,,
usp2017ummr,2017-10-19 10:44:50.786000+00:00,-72186,-9604,0.0,3.7,mb,“SW-Tarauaca/AC”,jroberto,M,,,,,
usp2017uljj,2017-10-18 19:56:08.736000+00:00,-56786,-11566,0.0,2.1,MLv,Novo Horizonte do Norte/MT,jroberto,M,,,,,
usp2017ukis,2017-10-18 06:28:22+00:00,-72941,-6863,0.0,4.0,mb,Peru-Brazil Border Region,jroberto,M,,,,,
usp2017ujdg,2017-10-17 14:35:29.279000+00:00,-72705,-5838,0.0,3.6,mb,Peru-Brazil Border Region,jroberto,M,,,,,
usp2017uevh,2017-10-15 06:00:42.799000+00:00,-58246,-27089,10.0,2.9,mR,Northeastern Argentina,massumpcao,M,,,,,
usp2017tlsd,2017-10-04 18:50:40.082000+00:00,-50503,-5791,0.0,2.9,mR,Parauapebas/PA,jroberto,M,,,,,
usp2017tlob,2017-10-04 16:46:55.552000+00:00,-50547,-5779,0.0,3.4,mR,Parauapebas/PA,jroberto,M,,,,,
usp2017tkuz,2017-10-04 07:08:39.971000+00:00,-50651,-5760,0.0,2.1,MLv,Parauapebas/PA,jroberto,M,,,,,
usp2017texv,2017-10-01 01:46:21.842000+00:00,-50563,-5832,0.0,3.3,mR,Parauapebas/PA,jroberto,M,,,,,
usp2017tdiw,2017-09-30 05:03:54.275000+00:00,-50845,-6046,0.0,2.4,mR,Ourilandia do Norte/PA,jroberto,M,,,,,
usp2017swak,2017-09-26 04:51:01.891000+00:00,-50628,-5930,0.0,2.7,mR,Parauapebas/PA,jroberto,M,,,,,
usp2017sneg,2017-09-21 08:33:57.417000+00:00,-49142,-13750,0.0,3.3,mR,Estrela do Norte/GO,jroberto,M,,,,,
usp2017slfz,2017-09-20 07:09:20.344000+00:00,-36798,-8339,0.0,3.0,mR,Pesqueira/PE,jroberto,M,,,,,
usp2017shrl,2017-09-18 08:24:24.422000+00:00,-49264,-25024,0.0,2.0,mR,Rio Branco do Sul/Itaperucu/PR,jroberto,M,,,,,
usp2017shhh,2017-09-18 03:16:50.830000+00:00,-49366,-25157,0.0,3.5,mR,Rio Branco do Sul/Itaperucu/PR,jroberto,M,,,,,
usp2017rzna,2017-09-13 21:04:45+00:00,-43857,-3143,0.0,2.7,MLv,Cachoeira Grande/MA,jroberto,M,,,,,
usp2017ruwr,2017-09-11 08:16:42.503000+00:00,-51461,3698,0.0,3.5,mR,Oiapoque/AP,jroberto,M,,,,,
usp2017rtze,2017-09-10 20:24:16.808000+00:00,-56787,-11579,0.0,1.9,MLv,Novo Horizonte do Norte/MT,jroberto,M,,,,,
usp2017rqxq,2017-09-09 04:13:39+00:00,-51793,-15814,0.0,3.4,mR,Araguaiana/MT,massumpcao,M,,,,,
usp2017rpbl,2017-09-08 03:52:31.659000+00:00,-48498,-18760,0.0,2.0,mR,Uberlandia/MG,jroberto,M,,,,,
usp2017rofu,2017-09-07 16:56:31.150000+00:00,-43256,-16083,0.0,2.4,mR,Janauba/MG,jroberto,M,,,,,
usp2017roes,2017-09-07 16:23:20.734000+00:00,-60028,3989,0.0,2.9,mR,Normandia/RR,jroberto,M,,,,,
usp2017roan,2017-09-07 14:16:19.849000+00:00,-60332,4061,0.0,3.2,mR,Normandia/RR,jroberto,M,,,,,
usp2017rlux,2017-09-06 09:09:28.022000+00:00,-43909,-16712,0.0,2.2,mR,Montes Claros/MG,jroberto@vitoria,M,,,,,
usp2017reht,2017-09-02 06:33:39.792000+00:00,-72146,-9799,0.0,3.3,mb,Peru-Brazil Border Region,jroberto,M,,,,,
usp2017rdrs,2017-09-01 22:28:22.549000+00:00,-74188,-8602,135.5,4.6,mb,Peru-Brazil Border Region,jroberto,M,,,,,
usp2017rdki,2017-09-01 18:44:05.988000+00:00,-40669,-18670,0.0,2.5,mR,Vila Pavao/ES,cleusa,M,,,,,
usp2017raqz,2017-08-31 06:41:00+00:00,-50089,-6408,0.0,3.5,mR,Canaa dos Carajas/PA,massumpcao,M,,,,,
usp2017qzoq,2017-08-30 16:22:26.002000+00:00,-55190,-11289,0.0,2.4,mR,Itauba/MT,jroberto,M,,,,,
usp2017qtmp,2017-08-27 08:31:00.833000+00:00,-72694,-8471,10.0,3.5,mb,Peru-Brazil Border Region,jroberto,M,,,,,
usp2017qqua,2017-08-25 20:52:05.097000+00:00,-49912,-7008,0.0,2.8,mR,Xinguara/PA,jroberto,M,,,,,
usp2017qjyj,2017-08-22 03:06:09.394000+00:00,-73214,-6851,0.0,3.5,mb,Vale do Javari/AM,jroberto,M,,,,,
usp2017qebm,2017-08-18 21:51:45+00:00,-44230,-22900,0.0,1.3,MLv,Angra dos Reis/RJ,massumpcao,M,,,,,
usp2017qebd,2017-08-18 21:41:04.819000+00:00,-44233,-22896,0.0,1.6,MLv,Angra dos Reis/RJ,jroberto,M,,,,,
usp2017qdbb,2017-08-18 08:31:22.994000+00:00,-44943,-21180,0.0,0.9,MLv,Ijaci/MG,jroberto,M,,,,,
usp2017pvaj,2017-08-13 23:05:03.047000+00:00,-55406,1777,0.0,2.6,mR,Parque Nacional Tumucumaque/PA,jroberto,M,,,,,
usp2017puxs,2017-08-13 21:44:24.429000+00:00,-55211,1537,0.0,4.1,mR,Parque Nacional Tumucumaque/PA,massumpcao,M,,,,,
usp2017posl,2017-08-10 12:15:23.281000+00:00,-41145,-18634,0.0,1.7,mR,Sao Joao do Manteninha/MG,jroberto,M,,,,,
usp2017pkxc,2017-08-08 10:04:17.693000+00:00,-56799,-11594,0.0,2.3,MLv,Novo Horizonte do Norte/MT,jroberto,M,,,,,
